pid,arrival,priority,burst_index,burst_type,duration
168,272,8,8,IO,29
168,272,8,9,CPU,3
168,272,8,10,IO,15
168,272,8,11,CPU,1
168,272,8,12,IO,30
168,272,8,13,CPU,5
169,274,5,1,CPU,4
169,274,5,2,IO,16
169,274,5,3,CPU,1
169,274,5,4,IO,28
169,274,5,5,CPU,5
169,274,5,6,IO,29
169,274,5,7,CPU,2
169,274,5,8,IO,24
169,274,5,9,CPU,5
169,274,5,10,IO,29
169,274,5,11,CPU,5
169,274,5,12,IO,13
169,274,5,13,CPU,3
170,277,6,1,CPU,2
170,277,6,2,IO,26
170,277,6,3,CPU,4
170,277,6,4,IO,30
170,277,6,5,CPU,1
170,277,6,6,IO,15
170,277,6,7,CPU,3
170,277,6,8,IO,17
170,277,6,9,CPU,3
170,277,6,10,IO,17
170,277,6,11,CPU,2
171,278,8,1,CPU,1
171,278,8,2,IO,15
171,278,8,3,CPU,5
171,278,8,4,IO,19
171,278,8,5,CPU,4
171,278,8,6,IO,12
171,278,8,7,CPU,1
171,278,8,8,IO,13
171,278,8,9,CPU,3
171,278,8,10,IO,25
171,278,8,11,CPU,4
171,278,8,12,IO,11
171,278,8,13,CPU,3
171,278,8,14,IO,13
171,278,8,15,CPU,5
172,281,6,1,CPU,4
172,281,6,2,IO,15
172,281,6,3,CPU,4
172,281,6,4,IO,12
172,281,6,5,CPU,5
172,281,6,6,IO,22
172,281,6,7,CPU,2
172,281,6,8,IO,15
172,281,6,9,CPU,4
172,281,6,10,IO,29
172,281,6,11,CPU,2
173,283,7,1,CPU,4
173,283,7,2,IO,30
173,283,7,3,CPU,1
173,283,7,4,IO,12
173,283,7,5,CPU,1
173,283,7,6,IO,10
173,283,7,7,CPU,1
173,283,7,8,IO,29
173,283,7,9,CPU,4
173,283,7,10,IO,13
173,283,7,11,CPU,5
173,283,7,12,IO,27
173,283,7,13,CPU,2
173,283,7,14,IO,29
173,283,7,15,CPU,2
174,284,3,1,CPU,1
174,284,3,2,IO,11
174,284,3,3,CPU,1
174,284,3,4,IO,24
174,284,3,5,CPU,5
174,284,3,6,IO,22
174,284,3,7,CPU,1
174,284,3,8,IO,28
174,284,3,9,CPU,1
174,284,3,10,IO,18
174,284,3,11,CPU,1
174,284,3,12,IO,18
174,284,3,13,CPU,3
174,284,3,14,IO,18
174,284,3,15,CPU,5
175,285,8,1,CPU,5
175,285,8,2,IO,17
175,285,8,3,CPU,2
175,285,8,4,IO,15
175,285,8,5,CPU,2
175,285,8,6,IO,14
175,285,8,7,CPU,5
175,285,8,8,IO,27
175,285,8,9,CPU,1
175,285,8,10,IO,26
175,285,8,11,CPU,3
175,285,8,12,IO,24
175,285,8,13,CPU,3
176,286,8,1,CPU,5
176,286,8,2,IO,23
176,286,8,3,CPU,3
176,286,8,4,IO,24
176,286,8,5,CPU,3
176,286,8,6,IO,13
176,286,8,7,CPU,3
176,286,8,8,IO,24
176,286,8,9,CPU,2
176,286,8,10,IO,22
176,286,8,11,CPU,2
176,286,8,12,IO,16
176,286,8,13,CPU,5
177,287,0,1,CPU,4
177,287,0,2,IO,17
177,287,0,3,CPU,5
177,287,0,4,IO,13
177,287,0,5,CPU,1
177,287,0,6,IO,28
177,287,0,7,CPU,5
177,287,0,8,IO,27
177,287,0,9,CPU,1
178,289,6,1,CPU,4
178,289,6,2,IO,11
178,289,6,3,CPU,2
178,289,6,4,IO,13
178,289,6,5,CPU,2
178,289,6,6,IO,25
178,289,6,7,CPU,1
178,289,6,8,IO,26
178,289,6,9,CPU,2
178,289,6,10,IO,28
178,289,6,11,CPU,3
179,290,3,1,CPU,3
179,290,3,2,IO,29
179,290,3,3,CPU,3
179,290,3,4,IO,17
179,290,3,5,CPU,3
179,290,3,6,IO,19
179,290,3,7,CPU,5
179,290,3,8,IO,29
179,290,3,9,CPU,4
179,290,3,10,IO,20
179,290,3,11,CPU,5
180,290,8,1,CPU,4
180,290,8,2,IO,18
180,290,8,3,CPU,5
180,290,8,4,IO,20
180,290,8,5,CPU,3
180,290,8,6,IO,18
180,290,8,7,CPU,2
180,290,8,8,IO,12
180,290,8,9,CPU,3
180,290,8,10,IO,18
180,290,8,11,CPU,2
180,290,8,12,IO,18
180,290,8,13,CPU,4
181,291,1,1,CPU,5
181,291,1,2,IO,30
181,291,1,3,CPU,4
181,291,1,4,IO,22
181,291,1,5,CPU,4
181,291,1,6,IO,11
181,291,1,7,CPU,5
181,291,1,8,IO,21
181,291,1,9,CPU,3
181,291,1,10,IO,25
181,291,1,11,CPU,2
181,291,1,12,IO,23
181,291,1,13,CPU,2
182,294,4,1,CPU,4
182,294,4,2,IO,11
182,294,4,3,CPU,5
182,294,4,4,IO,19
182,294,4,5,CPU,2
182,294,4,6,IO,22
182,294,4,7,CPU,1
182,294,4,8,IO,17
182,294,4,9,CPU,1
182,294,4,10,IO,15
182,294,4,11,CPU,4
182,294,4,12,IO,29
182,294,4,13,CPU,1
183,294,6,1,CPU,5
183,294,6,2,IO,17
183,294,6,3,CPU,2
183,294,6,4,IO,20
183,294,6,5,CPU,1
183,294,6,6,IO,16
183,294,6,7,CPU,3
183,294,6,8,IO,18
183,294,6,9,CPU,1
183,294,6,10,IO,27
183,294,6,11,CPU,1
183,294,6,12,IO,12
183,294,6,13,CPU,3
183,294,6,14,IO,18
183,294,6,15,CPU,1
184,296,5,1,CPU,2
184,296,5,2,IO,19
184,296,5,3,CPU,4
184,296,5,4,IO,27
184,296,5,5,CPU,2
184,296,5,6,IO,12
184,296,5,7,CPU,2
184,296,5,8,IO,20
184,296,5,9,CPU,1
184,296,5,10,IO,14
184,296,5,11,CPU,1
184,296,5,12,IO,29
184,296,5,13,CPU,4
185,298,6,1,CPU,5
185,298,6,2,IO,21
185,298,6,3,CPU,4
185,298,6,4,IO,28
185,298,6,5,CPU,3
185,298,6,6,IO,29
185,298,6,7,CPU,3
185,298,6,8,IO,22
185,298,6,9,CPU,3
185,298,6,10,IO,24
185,298,6,11,CPU,3
185,298,6,12,IO,19
185,298,6,13,CPU,4
185,298,6,14,IO,16
185,298,6,15,CPU,3
186,299,7,1,CPU,5
186,299,7,2,IO,11
186,299,7,3,CPU,2
186,299,7,4,IO,17
186,299,7,5,CPU,3
186,299,7,6,IO,22
186,299,7,7,CPU,3
186,299,7,8,IO,11
186,299,7,9,CPU,3
187,299,7,1,CPU,1
187,299,7,2,IO,15
187,299,7,3,CPU,1
187,299,7,4,IO,11
187,299,7,5,CPU,3
187,299,7,6,IO,23
187,299,7,7,CPU,1
187,299,7,8,IO,10
187,299,7,9,CPU,4
187,299,7,10,IO,11
187,299,7,11,CPU,4
187,299,7,12,IO,28
187,299,7,13,CPU,5
188,301,1,1,CPU,4
188,301,1,2,IO,28
188,301,1,3,CPU,4
188,301,1,4,IO,14
188,301,1,5,CPU,5
188,301,1,6,IO,28
188,301,1,7,CPU,1
188,301,1,8,IO,19
188,301,1,9,CPU,4
189,302,9,1,CPU,3
189,302,9,2,IO,28
189,302,9,3,CPU,4
189,302,9,4,IO,21
189,302,9,5,CPU,5
189,302,9,6,IO,29
189,302,9,7,CPU,1
189,302,9,8,IO,26
189,302,9,9,CPU,5
190,305,0,1,CPU,2
190,305,0,2,IO,23
190,305,0,3,CPU,5
190,305,0,4,IO,25
190,305,0,5,CPU,1
190,305,0,6,IO,18
190,305,0,7,CPU,3
190,305,0,8,IO,21
190,305,0,9,CPU,4
190,305,0,10,IO,30
190,305,0,11,CPU,5
190,305,0,12,IO,21
190,305,0,13,CPU,1
191,307,6,1,CPU,2
191,307,6,2,IO,11
191,307,6,3,CPU,4
191,307,6,4,IO,22
191,307,6,5,CPU,3
191,307,6,6,IO,18
191,307,6,7,CPU,2
191,307,6,8,IO,25
191,307,6,9,CPU,4
191,307,6,10,IO,25
191,307,6,11,CPU,3
191,307,6,12,IO,28
191,307,6,13,CPU,4
192,308,0,1,CPU,3
192,308,0,2,IO,25
192,308,0,3,CPU,4
192,308,0,4,IO,10
192,308,0,5,CPU,1
192,308,0,6,IO,19
192,308,0,7,CPU,3
192,308,0,8,IO,17
192,308,0,9,CPU,3
192,308,0,10,IO,11
192,308,0,11,CPU,1
192,308,0,12,IO,20
192,308,0,13,CPU,5
192,308,0,14,IO,11
192,308,0,15,CPU,3
193,309,0,1,CPU,5
193,309,0,2,IO,12
193,309,0,3,CPU,1
193,309,0,4,IO,12
193,309,0,5,CPU,2
193,309,0,6,IO,15
193,309,0,7,CPU,3
193,309,0,8,IO,22
193,309,0,9,CPU,1
194,309,0,1,CPU,4
194,309,0,2,IO,22
194,309,0,3,CPU,3
194,309,0,4,IO,15
194,309,0,5,CPU,2
194,309,0,6,IO,21
194,309,0,7,CPU,5
194,309,0,8,IO,16
194,309,0,9,CPU,2
194,309,0,10,IO,22
194,309,0,11,CPU,2
195,312,5,1,CPU,4
195,312,5,2,IO,12
195,312,5,3,CPU,5
195,312,5,4,IO,19
195,312,5,5,CPU,2
195,312,5,6,IO,10
195,312,5,7,CPU,4
195,312,5,8,IO,20
195,312,5,9,CPU,5
196,312,3,1,CPU,1
196,312,3,2,IO,14
196,312,3,3,CPU,3
196,312,3,4,IO,25
196,312,3,5,CPU,2
196,312,3,6,IO,10
196,312,3,7,CPU,5
196,312,3,8,IO,20
196,312,3,9,CPU,2
196,312,3,10,IO,29
196,312,3,11,CPU,2
196,312,3,12,IO,13
196,312,3,13,CPU,5
197,312,7,1,CPU,3
197,312,7,2,IO,11
197,312,7,3,CPU,4
197,312,7,4,IO,11
197,312,7,5,CPU,4
197,312,7,6,IO,26
197,312,7,7,CPU,5
197,312,7,8,IO,17
197,312,7,9,CPU,1
197,312,7,10,IO,21
197,312,7,11,CPU,5
198,315,5,1,CPU,3
198,315,5,2,IO,19
198,315,5,3,CPU,4
198,315,5,4,IO,13
198,315,5,5,CPU,5
198,315,5,6,IO,13
198,315,5,7,CPU,1
198,315,5,8,IO,13
198,315,5,9,CPU,2
198,315,5,10,IO,26
198,315,5,11,CPU,5
199,317,3,1,CPU,3
199,317,3,2,IO,12
199,317,3,3,CPU,3
199,317,3,4,IO,28
199,317,3,5,CPU,4
199,317,3,6,IO,20
199,317,3,7,CPU,4
199,317,3,8,IO,13
199,317,3,9,CPU,1
199,317,3,10,IO,16
199,317,3,11,CPU,4
199,317,3,12,IO,18
199,317,3,13,CPU,5
199,317,3,14,IO,27
199,317,3,15,CPU,1
200,320,9,1,CPU,1
200,320,9,2,IO,20
200,320,9,3,CPU,2
200,320,9,4,IO,10
200,320,9,5,CPU,1
200,320,9,6,IO,20
200,320,9,7,CPU,2
200,320,9,8,IO,17
200,320,9,9,CPU,5
200,320,9,10,IO,11
200,320,9,11,CPU,1
200,320,9,12,IO,12
200,320,9,13,CPU,1
201,320,2,1,CPU,3
201,320,2,2,IO,29
201,320,2,3,CPU,1
201,320,2,4,IO,11
201,320,2,5,CPU,2
201,320,2,6,IO,18
201,320,2,7,CPU,2
201,320,2,8,IO,28
201,320,2,9,CPU,5
201,320,2,10,IO,17
201,320,2,11,CPU,3
201,320,2,12,IO,11
201,320,2,13,CPU,5
201,320,2,14,IO,15
201,320,2,15,CPU,3
202,322,3,1,CPU,3
202,322,3,2,IO,13
202,322,3,3,CPU,2
202,322,3,4,IO,25
202,322,3,5,CPU,1
202,322,3,6,IO,24
202,322,3,7,CPU,1
202,322,3,8,IO,28
202,322,3,9,CPU,4
203,324,7,1,CPU,2
203,324,7,2,IO,14
203,324,7,3,CPU,5
203,324,7,4,IO,25
203,324,7,5,CPU,1
203,324,7,6,IO,16
203,324,7,7,CPU,5
203,324,7,8,IO,30
203,324,7,9,CPU,5
203,324,7,10,IO,15
203,324,7,11,CPU,3
203,324,7,12,IO,18
203,324,7,13,CPU,1
204,325,3,1,CPU,3
204,325,3,2,IO,10
204,325,3,3,CPU,2
204,325,3,4,IO,21
204,325,3,5,CPU,4
204,325,3,6,IO,22
204,325,3,7,CPU,5
204,325,3,8,IO,14
204,325,3,9,CPU,1
204,325,3,10,IO,21
204,325,3,11,CPU,2
204,325,3,12,IO,22
204,325,3,13,CPU,3
205,328,4,1,CPU,5
205,328,4,2,IO,28
205,328,4,3,CPU,1
205,328,4,4,IO,24
205,328,4,5,CPU,3
205,328,4,6,IO,24
205,328,4,7,CPU,4
205,328,4,8,IO,27
205,328,4,9,CPU,1
206,331,6,1,CPU,3
206,331,6,2,IO,24
206,331,6,3,CPU,5
206,331,6,4,IO,22
206,331,6,5,CPU,2
206,331,6,6,IO,24
206,331,6,7,CPU,2
206,331,6,8,IO,14
206,331,6,9,CPU,2
206,331,6,10,IO,13
206,331,6,11,CPU,2
207,331,1,1,CPU,5
207,331,1,2,IO,30
207,331,1,3,CPU,4
207,331,1,4,IO,16
207,331,1,5,CPU,5
207,331,1,6,IO,16
207,331,1,7,CPU,4
207,331,1,8,IO,28
207,331,1,9,CPU,4
207,331,1,10,IO,30
207,331,1,11,CPU,1
208,332,0,1,CPU,5
208,332,0,2,IO,18
208,332,0,3,CPU,1
208,332,0,4,IO,11
208,332,0,5,CPU,5
208,332,0,6,IO,18
208,332,0,7,CPU,2
208,332,0,8,IO,21
208,332,0,9,CPU,2
208,332,0,10,IO,25
208,332,0,11,CPU,4
208,332,0,12,IO,27
208,332,0,13,CPU,2
209,335,6,1,CPU,4
209,335,6,2,IO,30
209,335,6,3,CPU,2
209,335,6,4,IO,27
209,335,6,5,CPU,5
209,335,6,6,IO,15
209,335,6,7,CPU,4
209,335,6,8,IO,13
209,335,6,9,CPU,1
209,335,6,10,IO,29
209,335,6,11,CPU,5
209,335,6,12,IO,16
209,335,6,13,CPU,3
209,335,6,14,IO,16
209,335,6,15,CPU,1
210,338,3,1,CPU,2
210,338,3,2,IO,30
210,338,3,3,CPU,4
210,338,3,4,IO,19
210,338,3,5,CPU,1
210,338,3,6,IO,16
210,338,3,7,CPU,5
210,338,3,8,IO,12
210,338,3,9,CPU,4
210,338,3,10,IO,10
210,338,3,11,CPU,1
211,341,9,1,CPU,4
211,341,9,2,IO,20
211,341,9,3,CPU,5
211,341,9,4,IO,29
211,341,9,5,CPU,5
211,341,9,6,IO,27
211,341,9,7,CPU,2
211,341,9,8,IO,30
211,341,9,9,CPU,1
211,341,9,10,IO,14
211,341,9,11,CPU,3
212,341,6,1,CPU,5
212,341,6,2,IO,27
212,341,6,3,CPU,4
212,341,6,4,IO,29
212,341,6,5,CPU,3
212,341,6,6,IO,10
212,341,6,7,CPU,3
212,341,6,8,IO,11
212,341,6,9,CPU,2
212,341,6,10,IO,25
212,341,6,11,CPU,4
212,341,6,12,IO,19
212,341,6,13,CPU,3
213,343,1,1,CPU,2
213,343,1,2,IO,23
213,343,1,3,CPU,2
213,343,1,4,IO,20
213,343,1,5,CPU,4
213,343,1,6,IO,10
213,343,1,7,CPU,1
213,343,1,8,IO,19
213,343,1,9,CPU,1
214,345,1,1,CPU,3
214,345,1,2,IO,18
214,345,1,3,CPU,5
214,345,1,4,IO,22
214,345,1,5,CPU,5
214,345,1,6,IO,26
214,345,1,7,CPU,4
214,345,1,8,IO,26
214,345,1,9,CPU,3
214,345,1,10,IO,30
214,345,1,11,CPU,1
214,345,1,12,IO,16
214,345,1,13,CPU,3
215,346,1,1,CPU,1
215,346,1,2,IO,23
215,346,1,3,CPU,1
215,346,1,4,IO,30
215,346,1,5,CPU,3
215,346,1,6,IO,26
215,346,1,7,CPU,5
215,346,1,8,IO,12
215,346,1,9,CPU,1
215,346,1,10,IO,20
215,346,1,11,CPU,1
216,347,2,1,CPU,2
216,347,2,2,IO,19
216,347,2,3,CPU,2
216,347,2,4,IO,11
216,347,2,5,CPU,4
216,347,2,6,IO,25
216,347,2,7,CPU,4
216,347,2,8,IO,15
216,347,2,9,CPU,5
216,347,2,10,IO,24
216,347,2,11,CPU,3
217,349,7,1,CPU,4
217,349,7,2,IO,10
217,349,7,3,CPU,5
217,349,7,4,IO,11
217,349,7,5,CPU,3
217,349,7,6,IO,14
217,349,7,7,CPU,5
217,349,7,8,IO,29
217,349,7,9,CPU,3
217,349,7,10,IO,25
217,349,7,11,CPU,4
217,349,7,12,IO,24
217,349,7,13,CPU,1
217,349,7,14,IO,27
217,349,7,15,CPU,4
218,352,2,1,CPU,3
218,352,2,2,IO,25
218,352,2,3,CPU,5
218,352,2,4,IO,24
218,352,2,5,CPU,1
218,352,2,6,IO,16
218,352,2,7,CPU,2
218,352,2,8,IO,29
218,352,2,9,CPU,4
218,352,2,10,IO,21
218,352,2,11,CPU,4
219,354,7,1,CPU,1
219,354,7,2,IO,19
219,354,7,3,CPU,4
219,354,7,4,IO,20
219,354,7,5,CPU,2
219,354,7,6,IO,12
219,354,7,7,CPU,5
219,354,7,8,IO,18
219,354,7,9,CPU,4
219,354,7,10,IO,26
219,354,7,11,CPU,3
219,354,7,12,IO,26
219,354,7,13,CPU,2
219,354,7,14,IO,12
219,354,7,15,CPU,5
220,357,6,1,CPU,5
220,357,6,2,IO,11
220,357,6,3,CPU,4
220,357,6,4,IO,30
220,357,6,5,CPU,2
220,357,6,6,IO,12
220,357,6,7,CPU,1
220,357,6,8,IO,23
220,357,6,9,CPU,3
221,358,2,1,CPU,4
221,358,2,2,IO,13
221,358,2,3,CPU,5
221,358,2,4,IO,15
221,358,2,5,CPU,3
221,358,2,6,IO,22
221,358,2,7,CPU,5
221,358,2,8,IO,17
221,358,2,9,CPU,2
221,358,2,10,IO,22
221,358,2,11,CPU,1
221,358,2,12,IO,27
221,358,2,13,CPU,1
222,358,4,1,CPU,3
222,358,4,2,IO,25
222,358,4,3,CPU,2
222,358,4,4,IO,15
222,358,4,5,CPU,3
222,358,4,6,IO,26
222,358,4,7,CPU,2
222,358,4,8,IO,27
222,358,4,9,CPU,3
222,358,4,10,IO,12
222,358,4,11,CPU,1
222,358,4,12,IO,24
222,358,4,13,CPU,5
223,361,4,1,CPU,3
223,361,4,2,IO,14
223,361,4,3,CPU,2
223,361,4,4,IO,14
223,361,4,5,CPU,1
223,361,4,6,IO,26
223,361,4,7,CPU,2
223,361,4,8,IO,16
223,361,4,9,CPU,5
223,361,4,10,IO,12
223,361,4,11,CPU,3
224,363,2,1,CPU,3
224,363,2,2,IO,21
224,363,2,3,CPU,5
224,363,2,4,IO,21
224,363,2,5,CPU,3
224,363,2,6,IO,27
224,363,2,7,CPU,1
224,363,2,8,IO,14
224,363,2,9,CPU,4
224,363,2,10,IO,12
224,363,2,11,CPU,3
224,363,2,12,IO,15
224,363,2,13,CPU,4
224,363,2,14,IO,24
224,363,2,15,CPU,2
225,364,9,1,CPU,3
225,364,9,2,IO,16
225,364,9,3,CPU,2
225,364,9,4,IO,19
225,364,9,5,CPU,1
225,364,9,6,IO,30
225,364,9,7,CPU,3
225,364,9,8,IO,23
225,364,9,9,CPU,3
225,364,9,10,IO,14
225,364,9,11,CPU,2
225,364,9,12,IO,10
225,364,9,13,CPU,1
225,364,9,14,IO,14
225,364,9,15,CPU,3
226,367,5,1,CPU,1
226,367,5,2,IO,21
226,367,5,3,CPU,3
226,367,5,4,IO,22
226,367,5,5,CPU,2
226,367,5,6,IO,26
226,367,5,7,CPU,4
226,367,5,8,IO,13
226,367,5,9,CPU,1
226,367,5,10,IO,26
226,367,5,11,CPU,1
226,367,5,12,IO,27
226,367,5,13,CPU,4
226,367,5,14,IO,30
226,367,5,15,CPU,3
227,368,5,1,CPU,5
227,368,5,2,IO,14
227,368,5,3,CPU,4
227,368,5,4,IO,15
227,368,5,5,CPU,1
227,368,5,6,IO,10
227,368,5,7,CPU,2
227,368,5,8,IO,15
227,368,5,9,CPU,2
227,368,5,10,IO,10
227,368,5,11,CPU,5
227,368,5,12,IO,15
227,368,5,13,CPU,2
227,368,5,14,IO,26
227,368,5,15,CPU,3
228,371,6,1,CPU,1
228,371,6,2,IO,30
228,371,6,3,CPU,4
228,371,6,4,IO,17
228,371,6,5,CPU,1
228,371,6,6,IO,28
228,371,6,7,CPU,5
228,371,6,8,IO,14
228,371,6,9,CPU,5
228,371,6,10,IO,13
228,371,6,11,CPU,3
229,371,5,1,CPU,5
229,371,5,2,IO,22
229,371,5,3,CPU,2
229,371,5,4,IO,13
229,371,5,5,CPU,3
229,371,5,6,IO,19
229,371,5,7,CPU,3
229,371,5,8,IO,24
229,371,5,9,CPU,5
230,372,2,1,CPU,3
230,372,2,2,IO,21
230,372,2,3,CPU,3
230,372,2,4,IO,14
230,372,2,5,CPU,5
230,372,2,6,IO,11
230,372,2,7,CPU,5
230,372,2,8,IO,27
230,372,2,9,CPU,2
230,372,2,10,IO,13
230,372,2,11,CPU,2
230,372,2,12,IO,10
230,372,2,13,CPU,3
231,374,0,1,CPU,3
231,374,0,2,IO,16
231,374,0,3,CPU,4
231,374,0,4,IO,10
231,374,0,5,CPU,2
231,374,0,6,IO,16
231,374,0,7,CPU,4
231,374,0,8,IO,18
231,374,0,9,CPU,2
231,374,0,10,IO,13
231,374,0,11,CPU,3
231,374,0,12,IO,21
231,374,0,13,CPU,1
232,377,0,1,CPU,3
232,377,0,2,IO,22
232,377,0,3,CPU,5
232,377,0,4,IO,20
232,377,0,5,CPU,1
232,377,0,6,IO,18
232,377,0,7,CPU,1
232,377,0,8,IO,11
232,377,0,9,CPU,1
232,377,0,10,IO,10
232,377,0,11,CPU,1
232,377,0,12,IO,30
232,377,0,13,CPU,1
232,377,0,14,IO,26
232,377,0,15,CPU,5
233,379,6,1,CPU,4
233,379,6,2,IO,25
233,379,6,3,CPU,2
233,379,6,4,IO,23
233,379,6,5,CPU,2
233,379,6,6,IO,23
233,379,6,7,CPU,2
233,379,6,8,IO,12
233,379,6,9,CPU,2
234,381,2,1,CPU,5
234,381,2,2,IO,11
234,381,2,3,CPU,2
234,381,2,4,IO,25
234,381,2,5,CPU,3
234,381,2,6,IO,16
234,381,2,7,CPU,4
234,381,2,8,IO,19
234,381,2,9,CPU,1
234,381,2,10,IO,20
234,381,2,11,CPU,5
234,381,2,12,IO,26
234,381,2,13,CPU,3
234,381,2,14,IO,30
234,381,2,15,CPU,4
235,383,8,1,CPU,2
235,383,8,2,IO,23
235,383,8,3,CPU,1
235,383,8,4,IO,12
235,383,8,5,CPU,2
235,383,8,6,IO,22
235,383,8,7,CPU,1
235,383,8,8,IO,16
235,383,8,9,CPU,2
235,383,8,10,IO,29
235,383,8,11,CPU,5
236,384,8,1,CPU,1
236,384,8,2,IO,28
236,384,8,3,CPU,4
236,384,8,4,IO,19
236,384,8,5,CPU,5
236,384,8,6,IO,11
236,384,8,7,CPU,5
236,384,8,8,IO,15
236,384,8,9,CPU,5
236,384,8,10,IO,17
236,384,8,11,CPU,1
236,384,8,12,IO,22
236,384,8,13,CPU,2
237,387,0,1,CPU,3
237,387,0,2,IO,28
237,387,0,3,CPU,3
237,387,0,4,IO,20
237,387,0,5,CPU,2
237,387,0,6,IO,11
237,387,0,7,CPU,3
237,387,0,8,IO,21
237,387,0,9,CPU,2
237,387,0,10,IO,29
237,387,0,11,CPU,3
237,387,0,12,IO,26
237,387,0,13,CPU,1
238,387,9,1,CPU,1
238,387,9,2,IO,30
238,387,9,3,CPU,2
238,387,9,4,IO,24
238,387,9,5,CPU,4
238,387,9,6,IO,18
238,387,9,7,CPU,5
238,387,9,8,IO,29
238,387,9,9,CPU,4
239,387,5,1,CPU,5
239,387,5,2,IO,11
239,387,5,3,CPU,4
239,387,5,4,IO,26
239,387,5,5,CPU,1
239,387,5,6,IO,23
239,387,5,7,CPU,3
239,387,5,8,IO,12
239,387,5,9,CPU,1
240,388,7,1,CPU,1
240,388,7,2,IO,12
240,388,7,3,CPU,4
240,388,7,4,IO,29
240,388,7,5,CPU,1
240,388,7,6,IO,18
240,388,7,7,CPU,3
240,388,7,8,IO,18
240,388,7,9,CPU,3
241,389,0,1,CPU,3
241,389,0,2,IO,17
241,389,0,3,CPU,3
241,389,0,4,IO,27
241,389,0,5,CPU,1
241,389,0,6,IO,19
241,389,0,7,CPU,5
241,389,0,8,IO,20
241,389,0,9,CPU,4
241,389,0,10,IO,25
241,389,0,11,CPU,1
241,389,0,12,IO,19
241,389,0,13,CPU,4
241,389,0,14,IO,11
241,389,0,15,CPU,3
242,389,5,1,CPU,1
242,389,5,2,IO,27
242,389,5,3,CPU,1
242,389,5,4,IO,26
242,389,5,5,CPU,2
242,389,5,6,IO,23
242,389,5,7,CPU,5
242,389,5,8,IO,26
242,389,5,9,CPU,1
242,389,5,10,IO,25
242,389,5,11,CPU,1
242,389,5,12,IO,16
242,389,5,13,CPU,2
242,389,5,14,IO,27
242,389,5,15,CPU,3
243,391,0,1,CPU,5
243,391,0,2,IO,20
243,391,0,3,CPU,5
243,391,0,4,IO,13
243,391,0,5,CPU,3
243,391,0,6,IO,16
243,391,0,7,CPU,5
243,391,0,8,IO,16
243,391,0,9,CPU,5
243,391,0,10,IO,21
243,391,0,11,CPU,2
243,391,0,12,IO,24
243,391,0,13,CPU,4
244,392,2,1,CPU,3
244,392,2,2,IO,23
244,392,2,3,CPU,4
244,392,2,4,IO,30
244,392,2,5,CPU,5
244,392,2,6,IO,25
244,392,2,7,CPU,3
244,392,2,8,IO,21
244,392,2,9,CPU,1
244,392,2,10,IO,30
244,392,2,11,CPU,1
245,393,7,1,CPU,2
245,393,7,2,IO,18
245,393,7,3,CPU,5
245,393,7,4,IO,12
245,393,7,5,CPU,1
245,393,7,6,IO,24
245,393,7,7,CPU,2
245,393,7,8,IO,17
245,393,7,9,CPU,2
245,393,7,10,IO,18
245,393,7,11,CPU,4
245,393,7,12,IO,26
245,393,7,13,CPU,1
245,393,7,14,IO,16
245,393,7,15,CPU,1
246,394,7,1,CPU,2
246,394,7,2,IO,20
246,394,7,3,CPU,4
246,394,7,4,IO,27
246,394,7,5,CPU,2
246,394,7,6,IO,30
246,394,7,7,CPU,4
246,394,7,8,IO,25
246,394,7,9,CPU,1
246,394,7,10,IO,21
246,394,7,11,CPU,3
247,396,8,1,CPU,5
247,396,8,2,IO,19
247,396,8,3,CPU,4
247,396,8,4,IO,28
247,396,8,5,CPU,4
247,396,8,6,IO,13
247,396,8,7,CPU,5
247,396,8,8,IO,16
247,396,8,9,CPU,3
247,396,8,10,IO,28
247,396,8,11,CPU,2
247,396,8,12,IO,14
247,396,8,13,CPU,5
248,398,3,1,CPU,5
248,398,3,2,IO,28
248,398,3,3,CPU,3
248,398,3,4,IO,20
248,398,3,5,CPU,1
248,398,3,6,IO,25
248,398,3,7,CPU,3
248,398,3,8,IO,25
248,398,3,9,CPU,5
248,398,3,10,IO,20
248,398,3,11,CPU,5
248,398,3,12,IO,19
248,398,3,13,CPU,5
249,400,9,1,CPU,5
249,400,9,2,IO,18
249,400,9,3,CPU,3
249,400,9,4,IO,10
249,400,9,5,CPU,1
249,400,9,6,IO,14
249,400,9,7,CPU,3
249,400,9,8,IO,26
249,400,9,9,CPU,3
249,400,9,10,IO,20
249,400,9,11,CPU,5
249,400,9,12,IO,18
249,400,9,13,CPU,3
250,403,5,1,CPU,3
250,403,5,2,IO,25
250,403,5,3,CPU,4
250,403,5,4,IO,10
250,403,5,5,CPU,1
250,403,5,6,IO,10
250,403,5,7,CPU,2
250,403,5,8,IO,11
250,403,5,9,CPU,2
250,403,5,10,IO,11
250,403,5,11,CPU,3
250,403,5,12,IO,14
250,403,5,13,CPU,5
251,406,5,1,CPU,3
251,406,5,2,IO,30
251,406,5,3,CPU,3
251,406,5,4,IO,10
251,406,5,5,CPU,5
251,406,5,6,IO,19
251,406,5,7,CPU,5
251,406,5,8,IO,16
251,406,5,9,CPU,3
251,406,5,10,IO,17
251,406,5,11,CPU,5
251,406,5,12,IO,15
251,406,5,13,CPU,3
252,407,6,1,CPU,1
252,407,6,2,IO,16
252,407,6,3,CPU,3
252,407,6,4,IO,20
252,407,6,5,CPU,3
